date,high,low,cache,share_count,amount_in_shares,overall_result,comission,tax
2019-11-07,299.8,291.8,564694.67,0,0.0,564694.67,337.59,0
2019-11-08,303.3,297.0,564694.67,0,0.0,564694.67,337.59,0
2019-11-11,299.55,295.85,564694.67,0,0.0,564694.67,337.59,0
2019-11-12,303.95,298.5,564694.67,0,0.0,564694.67,337.59,0
2019-11-13,300.2,296.5,564694.67,0,0.0,564694.67,337.59,0
2019-11-14,301.0,297.3,564694.67,0,0.0,564694.67,337.59,0
2019-11-15,301.25,297.35,564694.67,0,0.0,564694.67,337.59,0
2019-11-18,302.0,295.2,564694.67,0,0.0,564694.67,337.59,0
2019-11-19,306.0,297.5,564694.67,0,0.0,564694.67,337.59,0
2019-11-20,308.7,303.9,564694.67,0,0.0,564694.67,337.59,0
2019-11-21,306.45,304.0,564694.67,0,0.0,564694.67,337.59,0
2019-11-22,308.6,304.95,564694.67,0,0.0,564694.67,337.59,0
2019-11-25,318.55,308.0,564694.67,0,0.0,564694.67,337.59,0
2019-11-26,310.4,304.5,564694.67,0,0.0,564694.67,337.59,0
2019-11-27,308.45,304.0,564694.67,0,0.0,564694.67,337.59,0
2019-11-28,306.7,304.0,564694.67,0,0.0,564694.67,337.59,0
2019-11-29,306.25,303.7,564694.67,0,0.0,564694.67,337.59,0
2019-12-02,307.55,304.45,564694.67,0,0.0,564694.67,337.59,0
2019-12-03,306.15,299.6,564694.67,0,0.0,564694.67,337.59,0
2019-12-04,305.55,300.4,564694.67,0,0.0,564694.67,337.59,0
2019-12-05,305.7,301.25,564694.67,0,0.0,564694.67,337.59,0
2019-12-06,304.0,300.8,564694.67,0,0.0,564694.67,337.59,0
2019-12-09,305.0,300.4,564694.67,0,0.0,564694.67,337.59,0
2019-12-10,304.3,301.25,564694.67,0,0.0,564694.67,337.59,0
2019-12-11,305.85,302.4,564694.67,0,0.0,564694.67,337.59,0
2019-12-12,308.95,305.0,564694.67,0,0.0,564694.67,337.59,0
2019-12-13,306.6,303.05,564694.67,0,0.0,564694.67,337.59,0
2019-12-16,309.7,304.7,564694.67,0,0.0,564694.67,337.59,0
2019-12-17,311.2,307.0,564694.67,0,0.0,564694.67,337.59,0
2019-12-18,316.45,310.0,564694.67,0,0.0,564694.67,337.59,0
2019-12-19,316.5,310.7,564694.67,0,0.0,564694.67,337.59,0
2019-12-20,313.7,310.3,564694.67,0,0.0,564694.67,337.59,0
2019-12-23,317.4,313.25,564694.67,0,0.0,564694.67,337.59,0
2019-12-24,315.9,312.5,564694.67,0,0.0,564694.67,337.59,0
2019-12-25,318.7,314.0,564694.67,0,0.0,564694.67,337.59,0
2019-12-26,320.45,317.8,564694.67,0,0.0,564694.67,337.59,0
2019-12-27,323.75,319.45,564694.67,0,0.0,564694.67,337.59,0
2019-12-30,323.65,319.05,564694.67,0,0.0,564694.67,337.59,0
2020-01-03,322.85,320.65,564694.67,0,0.0,564694.67,337.59,0
2020-01-06,323.45,321.3,564694.67,0,0.0,564694.67,337.59,0
2020-01-08,328.5,321.7,564694.67,0,0.0,564694.67,337.59,0
2020-01-09,324.4,315.65,564694.67,0,0.0,564694.67,337.59,0
2020-01-10,324.15,319.25,564694.67,0,0.0,564694.67,337.59,0
2020-01-13,320.5,316.65,564694.67,0,0.0,564694.67,337.59,0
2020-01-14,321.4,317.2,564694.67,0,0.0,564694.67,337.59,0
2020-01-15,319.55,315.4,564694.67,0,0.0,564694.67,337.59,0
2020-01-16,319.8,317.0,564694.67,0,0.0,564694.67,337.59,0
2020-01-17,322.0,317.75,564694.67,0,0.0,564694.67,337.59,0
2020-01-20,327.2,321.95,564694.67,0,0.0,564694.67,337.59,0
2020-01-21,330.5,323.6,564694.67,0,0.0,564694.67,337.59,0
2020-01-22,334.15,329.0,564694.67,0,0.0,564694.67,337.59,0
2020-01-23,334.9,326.05,564694.67,0,0.0,564694.67,337.59,0
2020-01-24,336.45,330.5,564694.67,0,0.0,564694.67,337.59,0
2020-01-27,336.0,325.1,564694.67,0,0.0,564694.67,337.59,0
2020-01-28,331.7,325.65,564694.67,0,0.0,564694.67,337.59,0
2020-01-29,328.75,326.25,564694.67,0,0.0,564694.67,337.59,0
2020-01-30,332.5,324.6,564694.67,0,0.0,564694.67,337.59,0
2020-01-31,333.5,326.0,564694.67,0,0.0,564694.67,337.59,0
2020-02-03,332.2,324.7,564694.67,0,0.0,564694.67,337.59,0
2020-02-04,336.1,330.55,564694.67,0,0.0,564694.67,337.59,0
2020-02-05,335.5,330.1,564694.67,0,0.0,564694.67,337.59,0
2020-02-06,334.5,329.45,564694.67,0,0.0,564694.67,337.59,0
2020-02-07,334.15,327.55,564694.67,0,0.0,564694.67,337.59,0
2020-02-10,332.8,326.85,564694.67,0,0.0,564694.67,337.59,0
2020-02-11,334.15,329.6,564694.67,0,0.0,564694.67,337.59,0
2020-02-12,340.45,331.05,564694.67,0,0.0,564694.67,337.59,0
2020-02-13,340.15,336.65,564694.67,0,0.0,564694.67,337.59,0
2020-02-14,341.0,338.0,564694.67,0,0.0,564694.67,337.59,0
2020-02-17,342.6,339.3,564694.67,0,0.0,564694.67,337.59,0
2020-02-18,342.3,337.3,564694.67,0,0.0,564694.67,337.59,0
2020-02-19,348.9,341.1,564694.67,0,0.0,564694.67,337.59,0
2020-02-20,352.45,346.95,564694.67,0,0.0,564694.67,337.59,0
2020-02-21,353.05,344.25,564694.67,0,0.0,564694.67,337.59,0
2020-02-25,348.0,337.5,564694.67,0,0.0,564694.67,337.59,0
2020-02-26,342.7,330.4,564694.67,0,0.0,564694.67,337.59,0
2020-02-27,338.8,326.0,564694.67,0,0.0,564694.67,337.59,0
2020-02-28,333.3,307.25,564694.67,0,0.0,564694.67,337.59,0
2020-03-02,332.65,314.1,564694.67,0,0.0,564694.67,337.59,0
2020-03-03,335.4,325.05,564694.67,0,0.0,564694.67,337.59,0
2020-03-04,328.85,319.25,564694.67,0,0.0,564694.67,337.59,0
2020-03-05,331.55,324.5,564694.67,0,0.0,564694.67,337.59,0
2020-03-06,328.05,311.8,564694.67,0,0.0,564694.67,337.59,0
2020-03-10,321.35,293.0,564694.67,0,0.0,564694.67,337.59,0
2020-03-11,301.2,283.1,564694.67,0,0.0,564694.67,337.59,0
2020-03-12,299.9,271.7,564694.67,0,0.0,564694.67,337.59,0
2020-03-13,293.55,266.0,564694.67,0,0.0,564694.67,337.59,0
2020-03-16,272.9,255.0,564694.67,0,0.0,564694.67,337.59,0
2020-03-17,272.0,256.2,564694.67,0,0.0,564694.67,337.59,0
2020-03-18,268.4,253.35,564694.67,0,0.0,564694.67,337.59,0
2020-03-19,266.95,250.55,564694.67,0,0.0,564694.67,337.59,0
2020-03-20,283.3,270.35,564694.67,0,0.0,564694.67,337.59,0
2020-03-23,276.5,261.0,564694.67,0,0.0,564694.67,337.59,0
2020-03-24,280.0,268.85,564694.67,0,0.0,564694.67,337.59,0
2020-03-25,287.85,269.5,564694.67,0,0.0,564694.67,337.59,0
2020-03-26,287.65,272.25,564694.67,0,0.0,564694.67,337.59,0
2020-03-27,293.0,281.35,564694.67,0,0.0,564694.67,337.59,0
2020-03-30,297.0,283.25,564694.67,0,0.0,564694.67,337.59,0
2020-03-31,300.65,291.0,564694.67,0,0.0,564694.67,337.59,0
2020-04-01,299.75,294.0,564694.67,0,0.0,564694.67,337.59,0
2020-04-02,302.85,295.85,564694.67,0,0.0,564694.67,337.59,0
2020-04-03,304.4,295.0,564694.67,0,0.0,564694.67,337.59,0
2020-04-06,310.5,297.3,564694.67,0,0.0,564694.67,337.59,0
2020-04-07,314.55,306.2,564694.67,0,0.0,564694.67,337.59,0
2020-04-08,313.85,306.1,564694.67,0,0.0,564694.67,337.59,0
2020-04-09,314.7,308.95,564694.67,0,0.0,564694.67,337.59,0
2020-04-10,311.3,306.05,564694.67,0,0.0,564694.67,337.59,0
2020-04-13,311.35,303.55,564694.67,0,0.0,564694.67,337.59,0
2020-04-14,311.8,307.8,564694.67,0,0.0,564694.67,337.59,0
2020-04-15,311.0,300.75,564694.67,0,0.0,564694.67,337.59,0
2020-04-16,309.8,299.25,564694.67,0,0.0,564694.67,337.59,0
2020-04-17,309.85,304.4,564694.67,0,0.0,564694.67,337.59,0
2020-04-20,309.25,303.5,564694.67,0,0.0,564694.67,337.59,0
2020-04-21,304.95,293.5,564694.67,0,0.0,564694.67,337.59,0
2020-04-22,312.55,299.45,564694.67,0,0.0,564694.67,337.59,0
2020-04-23,314.25,306.65,564694.67,0,0.0,564694.67,337.59,0
2020-04-24,314.1,306.1,564694.67,0,0.0,564694.67,337.59,0
2020-04-27,311.95,307.3,564694.67,0,0.0,564694.67,337.59,0
2020-04-28,319.65,308.7,564694.67,0,0.0,564694.67,337.59,0
2020-04-29,323.15,313.5,564694.67,0,0.0,564694.67,337.59,0
2020-04-30,323.95,317.3,564694.67,0,0.0,564694.67,337.59,0
2020-05-04,318.05,312.35,564694.67,0,0.0,564694.67,337.59,0
2020-05-05,321.05,317.35,564694.67,0,0.0,564694.67,337.59,0
2020-05-06,321.9,317.55,564694.67,0,0.0,564694.67,337.59,0
2020-05-07,322.45,318.0,564694.67,0,0.0,564694.67,337.59,0
2020-05-08,326.6,320.5,564694.67,0,0.0,564694.67,337.59,0
2020-05-12,325.8,320.3,564694.67,0,0.0,564694.67,337.59,0
2020-05-13,324.4,318.05,564694.67,0,0.0,564694.67,337.59,0
2020-05-14,320.7,315.05,564694.67,0,0.0,564694.67,337.59,0
2020-05-15,322.35,318.0,564694.67,0,0.0,564694.67,337.59,0
2020-05-18,326.3,320.3,564694.67,0,0.0,564694.67,337.59,0
2020-05-19,328.85,324.0,564694.67,0,0.0,564694.67,337.59,0
2020-05-20,339.85,327.0,564694.67,0,0.0,564694.67,337.59,0
2020-05-21,337.95,328.3,564694.67,0,0.0,564694.67,337.59,0
2020-05-22,330.95,325.1,564694.67,0,0.0,564694.67,337.59,0
2020-05-25,332.35,326.85,564694.67,0,0.0,564694.67,337.59,0
2020-05-26,339.0,331.55,564694.67,0,0.0,564694.67,337.59,0
2020-05-27,337.7,326.3,564694.67,0,0.0,564694.67,337.59,0
2020-05-28,329.85,321.7,564694.67,0,0.0,564694.67,337.59,0
2020-05-29,324.85,318.0,564694.67,0,0.0,564694.67,337.59,0
2020-06-01,323.55,316.85,564694.67,0,0.0,564694.67,337.59,0
2020-06-02,327.6,320.55,564694.67,0,0.0,564694.67,337.59,0
2020-06-03,333.5,326.75,564694.67,0,0.0,564694.67,337.59,0
2020-06-04,330.6,321.15,564694.67,0,0.0,564694.67,337.59,0
2020-06-05,328.55,321.7,564694.67,0,0.0,564694.67,337.59,0
2020-06-08,331.45,324.05,564694.67,0,0.0,564694.67,337.59,0
2020-06-09,330.35,324.65,564694.67,0,0.0,564694.67,337.59,0
2020-06-10,331.2,324.8,564694.67,0,0.0,564694.67,337.59,0
2020-06-11,326.5,322.05,564694.67,0,0.0,564694.67,337.59,0
2020-06-15,325.2,317.5,564694.67,0,0.0,564694.67,337.59,0
2020-06-16,328.5,325.55,564694.67,0,0.0,564694.67,337.59,0
2020-06-17,328.9,323.35,564694.67,0,0.0,564694.67,337.59,0
2020-06-18,327.55,323.55,564694.67,0,0.0,564694.67,337.59,0
2020-06-19,330.0,326.35,564694.67,0,0.0,564694.67,337.59,0
2020-06-22,327.65,322.7,564694.67,0,0.0,564694.67,337.59,0
2020-06-23,326.3,323.4,564694.67,0,0.0,564694.67,337.59,0
2020-06-25,327.1,321.65,564694.67,0,0.0,564694.67,337.59,0
2020-06-26,326.95,323.6,564694.67,0,0.0,564694.67,337.59,0
2020-06-29,326.65,324.5,564694.67,0,0.0,564694.67,337.59,0
2020-06-30,333.0,325.5,564694.67,0,0.0,564694.67,337.59,0
2020-07-02,334.0,329.5,564694.67,0,0.0,564694.67,337.59,0
2020-07-03,335.0,330.45,564694.67,0,0.0,564694.67,337.59,0
2020-07-06,339.6,335.3,564694.67,0,0.0,564694.67,337.59,0
2020-07-07,338.55,314.0,564694.67,0,0.0,564694.67,337.59,0
2020-07-08,323.2,317.85,564694.67,0,0.0,564694.67,337.59,0
2020-07-09,322.0,314.0,564694.67,0,0.0,564694.67,337.59,0
2020-07-10,317.7,312.5,564694.67,0,0.0,564694.67,337.59,0
2020-07-13,318.8,315.3,564694.67,0,0.0,564694.67,337.59,0
2020-07-14,317.7,313.15,564694.67,0,0.0,564694.67,337.59,0
2020-07-15,319.95,316.1,564694.67,0,0.0,564694.67,337.59,0
2020-07-16,322.1,317.35,564694.67,0,0.0,564694.67,337.59,0
2020-07-17,322.15,319.8,564694.67,0,0.0,564694.67,337.59,0
2020-07-20,322.9,320.2,564694.67,0,0.0,564694.67,337.59,0
2020-07-21,325.85,321.5,564694.67,0,0.0,564694.67,337.59,0
2020-07-22,324.5,322.05,564694.67,0,0.0,564694.67,337.59,0
2020-07-23,325.2,321.25,564694.67,0,0.0,564694.67,337.59,0
2020-07-24,323.55,319.2,564694.67,0,0.0,564694.67,337.59,0
2020-07-27,323.7,321.0,564694.67,0,0.0,564694.67,337.59,0
2020-07-28,326.95,323.0,564694.67,0,0.0,564694.67,337.59,0
2020-07-29,330.3,325.75,564694.67,0,0.0,564694.67,337.59,0
2020-07-30,328.95,324.35,564694.67,0,0.0,564694.67,337.59,0
2020-07-31,328.4,325.6,564694.67,0,0.0,564694.67,337.59,0
2020-08-03,334.95,326.55,564694.67,0,0.0,564694.67,337.59,0
2020-08-04,336.0,330.7,564694.67,0,0.0,564694.67,337.59,0
2020-08-05,337.9,333.25,564694.67,0,0.0,564694.67,337.59,0
2020-08-06,335.3,329.65,564694.67,0,0.0,564694.67,337.59,0
2020-08-07,334.05,328.9,564694.67,0,0.0,564694.67,337.59,0
2020-08-10,332.3,327.9,564694.67,0,0.0,564694.67,337.59,0
2020-08-11,331.65,328.2,564694.67,0,0.0,564694.67,337.59,0
2020-08-12,338.25,329.5,564694.67,0,0.0,564694.67,337.59,0
2020-08-13,339.1,335.4,564694.67,0,0.0,564694.67,337.59,0
2020-08-14,342.1,335.8,564694.67,0,0.0,564694.67,337.59,0
2020-08-17,344.55,339.15,564694.67,0,0.0,564694.67,337.59,0
2020-08-18,343.65,340.2,564694.67,0,0.0,564694.67,337.59,0
2020-08-19,346.4,340.2,564694.67,0,0.0,564694.67,337.59,0
2020-08-20,344.25,338.25,564694.67,0,0.0,564694.67,337.59,0
2020-08-21,342.85,336.6,564694.67,0,0.0,564694.67,337.59,0
2020-08-24,346.0,341.3,564694.67,0,0.0,564694.67,337.59,0
2020-08-25,345.85,342.45,564694.67,0,0.0,564694.67,337.59,0
2020-08-26,346.75,341.4,564694.67,0,0.0,564694.67,337.59,0
2020-08-27,349.7,345.85,564694.67,0,0.0,564694.67,337.59,0
2020-08-28,349.1,341.1,564694.67,0,0.0,564694.67,337.59,0
2020-08-31,343.95,334.1,564694.67,0,0.0,564694.67,337.59,0
2020-09-01,341.3,331.6,564694.67,0,0.0,564694.67,337.59,0
2020-09-02,342.9,333.55,564694.67,0,0.0,564694.67,337.59,0
2020-09-03,339.3,332.7,564694.67,0,0.0,564694.67,337.59,0
2020-09-04,338.25,332.2,564694.67,0,0.0,564694.67,337.59,0
2020-09-07,337.0,331.05,564694.67,0,0.0,564694.67,337.59,0
2020-09-08,336.95,328.2,564694.67,0,0.0,564694.67,337.59,0
2020-09-09,336.65,330.05,564694.67,0,0.0,564694.67,337.59,0
2020-09-10,337.45,331.35,564694.67,0,0.0,564694.67,337.59,0
2020-09-11,333.75,330.25,564694.67,0,0.0,564694.67,337.59,0
2020-09-14,333.9,331.6,564694.67,0,0.0,564694.67,337.59,0
2020-09-15,337.5,333.5,564694.67,0,0.0,564694.67,337.59,0
2020-09-16,339.7,336.5,564694.67,0,0.0,564694.67,337.59,0
2020-09-17,340.4,337.1,564694.67,0,0.0,564694.67,337.59,0
2020-09-18,341.5,337.0,564694.67,0,0.0,564694.67,337.59,0
2020-09-21,338.0,334.35,564694.67,0,0.0,564694.67,337.59,0
2020-09-22,341.95,335.8,564694.67,0,0.0,564694.67,337.59,0
2020-09-23,344.5,339.0,564694.67,0,0.0,564694.67,337.59,0
2020-09-24,340.65,336.35,564694.67,0,0.0,564694.67,337.59,0
2020-09-25,340.85,334.6,564694.67,0,0.0,564694.67,337.59,0
2020-09-28,345.2,339.85,564694.67,0,0.0,564694.67,337.59,0
2020-09-29,346.2,338.15,564694.67,0,0.0,564694.67,337.59,0
2020-09-30,341.0,337.7,564694.67,0,0.0,564694.67,337.59,0
2020-10-01,340.8,336.4,564694.67,0,0.0,564694.67,337.59,0
2020-10-02,341.0,337.45,564694.67,0,0.0,564694.67,337.59,0
2020-10-05,344.3,339.7,564694.67,0,0.0,564694.67,337.59,0
2020-10-06,344.95,339.4,564694.67,0,0.0,564694.67,337.59,0
2020-10-07,341.75,329.35,564694.67,0,0.0,564694.67,337.59,0
2020-10-08,336.7,332.05,564694.67,0,0.0,564694.67,337.59,0
2020-10-09,331.15,327.5,564694.67,0,0.0,564694.67,337.59,0
2020-10-12,333.3,329.55,564694.67,0,0.0,564694.67,337.59,0
2020-10-13,332.9,329.4,564694.67,0,0.0,564694.67,337.59,0
2020-10-14,332.75,329.2,564694.67,0,0.0,564694.67,337.59,0
2020-10-15,333.55,320.1,564694.67,0,0.0,564694.67,337.59,0
2020-10-16,324.2,313.7,564694.67,0,0.0,564694.67,337.59,0
2020-10-19,323.75,315.2,564694.67,0,0.0,564694.67,337.59,0
2020-10-20,322.4,316.0,564694.67,0,0.0,564694.67,337.59,0
2020-10-21,321.95,316.65,564694.67,0,0.0,564694.67,337.59,0
2020-10-22,322.8,318.0,564694.67,0,0.0,564694.67,337.59,0
2020-10-23,321.35,317.2,564694.67,0,0.0,564694.67,337.59,0
2020-10-26,319.95,316.3,564694.67,0,0.0,564694.67,337.59,0
2020-10-27,319.35,315.9,564694.67,0,0.0,564694.67,337.59,0
2020-10-28,316.75,310.1,564694.67,0,0.0,564694.67,337.59,0
2020-10-29,315.95,308.2,564694.67,0,0.0,564694.67,337.59,0
2020-10-30,312.35,308.6,564694.67,0,0.0,564694.67,337.59,0
2020-11-02,317.0,308.2,564694.67,0,0.0,564694.67,337.59,0
2020-11-03,320.2,316.5,564694.67,0,0.0,564694.67,337.59,0
2020-11-05,324.0,317.0,564694.67,0,0.0,564694.67,337.59,0
2020-11-06,324.2,320.65,564694.67,0,0.0,564694.67,337.59,0
2020-11-09,328.3,323.6,564694.67,0,0.0,564694.67,337.59,0
2020-11-10,326.0,320.55,564694.67,0,0.0,564694.67,337.59,0
2020-11-11,324.3,320.65,564694.67,0,0.0,564694.67,337.59,0
2020-11-12,322.5,318.3,564694.67,0,0.0,564694.67,337.59,0
2020-11-13,321.95,316.65,564694.67,0,0.0,564694.67,337.59,0
2020-11-16,323.6,320.35,564694.67,0,0.0,564694.67,337.59,0
2020-11-17,325.9,319.25,564694.67,0,0.0,564694.67,337.59,0
2020-11-18,324.7,319.2,564694.67,0,0.0,564694.67,337.59,0
2020-11-19,323.1,318.5,564694.67,0,0.0,564694.67,337.59,0
2020-11-20,319.9,316.25,564694.67,0,0.0,564694.67,337.59,0
2020-11-23,320.1,317.6,564694.67,0,0.0,564694.67,337.59,0
2020-11-24,321.1,314.1,564694.67,0,0.0,564694.67,337.59,0
2020-11-25,319.4,313.5,564694.67,0,0.0,564694.67,337.59,0
2020-11-26,319.7,317.4,564694.67,0,0.0,564694.67,337.59,0
2020-11-27,321.95,316.8,564694.67,0,0.0,564694.67,337.59,0
2020-11-30,322.85,318.3,564694.67,0,0.0,564694.67,337.59,0
2020-12-01,325.4,321.25,564694.67,0,0.0,564694.67,337.59,0
2020-12-02,323.85,320.1,564694.67,0,0.0,564694.67,337.59,0
2020-12-03,322.4,317.1,564694.67,0,0.0,564694.67,337.59,0
2020-12-04,320.0,316.2,564694.67,0,0.0,564694.67,337.59,0
2020-12-07,320.1,317.1,564694.67,0,0.0,564694.67,337.59,0
2020-12-08,319.3,316.5,564694.67,0,0.0,564694.67,337.59,0
2020-12-09,324.2,317.65,564694.67,0,0.0,564694.67,337.59,0
2020-12-10,324.75,320.55,564694.67,0,0.0,564694.67,337.59,0
2020-12-11,327.2,318.25,564694.67,0,0.0,564694.67,337.59,0
2020-12-14,322.3,318.0,564694.67,0,0.0,564694.67,337.59,0
2020-12-15,320.95,318.2,564694.67,0,0.0,564694.67,337.59,0
2020-12-16,323.0,319.5,564694.67,0,0.0,564694.67,337.59,0
2020-12-17,326.8,321.3,564694.67,0,0.0,564694.67,337.59,0
2020-12-18,329.0,322.25,564694.67,0,0.0,564694.67,337.59,0
2020-12-21,329.45,321.5,564694.67,0,0.0,564694.67,337.59,0
2020-12-22,327.8,323.55,564694.67,0,0.0,564694.67,337.59,0
2020-12-23,328.2,325.5,564694.67,0,0.0,564694.67,337.59,0
2020-12-24,327.8,326.1,564694.67,0,0.0,564694.67,337.59,0
2020-12-25,329.7,325.1,564694.67,0,0.0,564694.67,337.59,0
2020-12-28,329.75,327.15,564694.67,0,0.0,564694.67,337.59,0
2020-12-29,331.7,327.9,564694.67,0,0.0,564694.67,337.59,0
2020-12-30,332.05,326.1,564694.67,0,0.0,564694.67,337.59,0
2021-01-04,336.2,331.9,564694.67,0,0.0,564694.67,337.59,0
2021-01-05,338.85,332.6,564694.67,0,0.0,564694.67,337.59,0
2021-01-06,338.0,330.7,564694.67,0,0.0,564694.67,337.59,0
2021-01-08,339.8,334.8,564694.67,0,0.0,564694.67,337.59,0
2021-01-11,340.1,335.5,564694.67,0,0.0,564694.67,337.59,0
2021-01-12,339.4,332.7,564694.67,0,0.0,564694.67,337.59,0
2021-01-13,335.4,330.0,564694.67,0,0.0,564694.67,337.59,0
2021-01-14,338.4,330.4,564694.67,0,0.0,564694.67,337.59,0
2021-01-15,337.45,332.75,564694.67,0,0.0,564694.67,337.59,0
2021-01-18,334.2,331.05,564694.67,0,0.0,564694.67,337.59,0
2021-01-19,334.25,330.0,564694.67,0,0.0,564694.67,337.59,0
2021-01-20,333.2,330.65,564694.67,0,0.0,564694.67,337.59,0
2021-01-21,333.75,327.7,564694.67,0,0.0,564694.67,337.59,0
2021-01-22,330.85,325.0,564694.67,0,0.0,564694.67,337.59,0
2021-01-25,335.15,329.45,564694.67,0,0.0,564694.67,337.59,0
2021-01-26,336.95,332.45,564694.67,0,0.0,564694.67,337.59,0
2021-01-27,337.35,333.0,564694.67,0,0.0,564694.67,337.59,0
2021-01-28,337.2,332.75,564694.67,0,0.0,564694.67,337.59,0
2021-01-29,333.85,328.8,564694.67,0,0.0,564694.67,337.59,0
2021-02-01,331.85,326.85,564694.67,0,0.0,564694.67,337.59,0
2021-02-02,333.35,330.2,564694.67,0,0.0,564694.67,337.59,0
2021-02-03,335.3,330.9,564694.67,0,0.0,564694.67,337.59,0
2021-02-04,335.85,331.2,564694.67,0,0.0,564694.67,337.59,0
2021-02-05,338.1,331.6,564694.67,0,0.0,564694.67,337.59,0
2021-02-08,336.5,332.0,564694.67,0,0.0,564694.67,337.59,0
2021-02-09,333.9,331.55,564694.67,0,0.0,564694.67,337.59,0
2021-02-10,334.15,329.5,564694.67,0,0.0,564694.67,337.59,0
2021-02-11,331.15,326.15,564694.67,0,0.0,564694.67,337.59,0
2021-02-12,329.05,323.0,564694.67,0,0.0,564694.67,337.59,0
2021-02-15,330.8,327.5,564694.67,0,0.0,564694.67,337.59,0
2021-02-16,331.4,327.5,564694.67,0,0.0,564694.67,337.59,0
2021-02-17,329.45,322.75,564694.67,0,0.0,564694.67,337.59,0
2021-02-18,324.45,320.05,564694.67,0,0.0,564694.67,337.59,0
2021-02-19,323.6,319.05,564694.67,0,0.0,564694.67,337.59,0
2021-02-20,323.7,320.7,564694.67,0,0.0,564694.67,337.59,0
2021-02-22,323.9,319.8,564694.67,0,0.0,564694.67,337.59,0
2021-02-24,320.2,313.9,564694.67,0,0.0,564694.67,337.59,0
2021-02-25,317.95,313.9,564694.67,0,0.0,564694.67,337.59,0
2021-02-26,316.6,311.8,564694.67,0,0.0,564694.67,337.59,0
2021-03-01,317.1,313.3,564694.67,0,0.0,564694.67,337.59,0
2021-03-02,319.4,315.15,564694.67,0,0.0,564694.67,337.59,0
2021-03-03,321.65,315.6,564694.67,0,0.0,564694.67,337.59,0
2021-03-04,326.0,314.3,564694.67,0,0.0,564694.67,337.59,0
2021-03-05,322.75,317.4,564694.67,0,0.0,564694.67,337.59,0
2021-03-09,317.75,313.05,564694.67,0,0.0,564694.67,337.59,0
2021-03-10,317.7,313.25,564694.67,0,0.0,564694.67,337.59,0
2021-03-11,320.3,315.95,564694.67,0,0.0,564694.67,337.59,0
2021-03-12,323.15,318.7,564694.67,0,0.0,564694.67,337.59,0
2021-03-15,323.75,319.7,564694.67,0,0.0,564694.67,337.59,0
2021-03-16,322.75,317.75,564694.67,0,0.0,564694.67,337.59,0
2021-03-17,320.0,315.5,564694.67,0,0.0,564694.67,337.59,0
2021-03-18,319.3,315.1,564694.67,0,0.0,564694.67,337.59,0
2021-03-19,319.85,315.65,564694.67,0,0.0,564694.67,337.59,0
2021-03-22,320.05,316.75,564694.67,0,0.0,564694.67,337.59,0
2021-03-23,319.0,315.05,564694.67,0,0.0,564694.67,337.59,0
2021-03-24,316.85,314.25,564694.67,0,0.0,564694.67,337.59,0
2021-03-25,316.65,313.6,564694.67,0,0.0,564694.67,337.59,0
2021-03-26,315.45,313.45,564694.67,0,0.0,564694.67,337.59,0
2021-03-29,316.5,314.3,564694.67,0,0.0,564694.67,337.59,0
2021-03-30,317.7,314.3,564694.67,0,0.0,564694.67,337.59,0
2021-03-31,316.9,314.55,564694.67,0,0.0,564694.67,337.59,0
2021-04-01,317.6,315.6,564694.67,0,0.0,564694.67,337.59,0
2021-04-02,317.6,315.55,564694.67,0,0.0,564694.67,337.59,0
2021-04-05,318.2,315.95,564694.67,0,0.0,564694.67,337.59,0
2021-04-06,318.6,316.4,564694.67,0,0.0,564694.67,337.59,0
2021-04-07,317.5,315.55,564694.67,0,0.0,564694.67,337.59,0
2021-04-08,317.55,316.55,564694.67,0,0.0,564694.67,337.59,0
2021-04-09,317.75,315.5,564694.67,0,0.0,564694.67,337.59,0
2021-04-12,318.25,315.85,564694.67,0,0.0,564694.67,337.59,0
2021-04-13,317.75,315.0,564694.67,0,0.0,564694.67,337.59,0
2021-04-14,316.9,315.3,564694.67,0,0.0,564694.67,337.59,0
2021-04-15,316.8,315.4,564694.67,0,0.0,564694.67,337.59,0
2021-04-16,322.9,315.75,564694.67,0,0.0,564694.67,337.59,0
2021-04-19,323.85,320.55,564694.67,0,0.0,564694.67,337.59,0
2021-04-20,322.85,320.0,564694.67,0,0.0,564694.67,337.59,0
2021-04-21,322.5,319.35,564694.67,0,0.0,564694.67,337.59,0
2021-04-22,323.9,320.4,564694.67,0,0.0,564694.67,337.59,0
2021-04-23,323.65,320.6,564694.67,0,0.0,564694.67,337.59,0
2021-04-26,324.2,321.5,564694.67,0,0.0,564694.67,337.59,0
2021-04-27,325.9,321.55,564694.67,0,0.0,564694.67,337.59,0
2021-04-28,324.5,319.5,564694.67,0,0.0,564694.67,337.59,0
2021-04-29,323.45,320.5,564694.67,0,0.0,564694.67,337.59,0
2021-04-30,322.45,320.0,564694.67,0,0.0,564694.67,337.59,0
2021-05-04,321.95,317.35,564694.67,0,0.0,564694.67,337.59,0
2021-05-05,324.55,319.7,564694.67,0,0.0,564694.67,337.59,0
2021-05-06,323.9,322.15,564694.67,0,0.0,564694.67,337.59,0
2021-05-07,324.75,322.0,564694.67,0,0.0,564694.67,337.59,0
2021-05-10,325.15,323.15,564694.67,0,0.0,564694.67,337.59,0
2021-05-11,325.6,323.0,564694.67,0,0.0,564694.67,337.59,0
